user_id,phone,age,gender,city,registration_date,tenure_months,plan_type,plan_name,monthly_spend_usd,data_quota_gb,data_usage_gb,data_usage_pct,voice_minutes,sms_sent,app_logins_last_30d,days_since_last_topup,complaints_last_90d,support_tickets,nps_score,avg_speed_mbps,dropped_calls_last_30d,device_brand,churn_probability,churned
USR001259,+62853-3878-****,30,F,Palembang,2024-02-14,26,prepaid,monthly_20gb,6.7,20,16.09,80.5,73,13,10,18,0,1,6,20.6,4,Apple,0.647,0
USR001260,+62813-2465-****,18,M,Bandung,2019-11-02,79,prepaid,mini_1gb,0.7,1,0.53,52.5,61,4,13,19,1,0,8,26.6,2,Vivo,0.423,0
USR001261,+62822-3040-****,18,M,Jakarta,2026-01-16,3,postpaid,starter,10.0,15,6.17,41.1,121,19,13,12,2,1,4,21.0,2,Xiaomi,0.97,1
USR001262,+62812-2974-****,34,F,Jakarta,2025-10-16,6,postpaid,plus,20.0,50,45.02,90.0,126,2,11,6,0,0,10,14.6,0,Xiaomi,0.05,0
USR001263,+62822-2018-****,30,F,Surabaya,2025-12-17,4,prepaid,monthly_20gb,6.7,20,2.67,13.3,219,1,10,13,0,1,7,21.2,4,Xiaomi,0.786,1
USR001264,+62812-6730-****,27,F,Denpasar,2023-10-10,31,prepaid,daily_5gb,1.3,5,3.09,61.7,299,30,11,7,0,1,8,19.3,3,Xiaomi,0.131,0
USR001265,+62821-7925-****,18,M,Jakarta,2025-07-31,9,prepaid,weekly_10gb,3.3,10,6.35,63.5,137,11,12,8,0,3,4,24.1,1,Samsung,0.35,0
USR001266,+62821-4066-****,23,F,Palembang,2026-01-07,3,prepaid,daily_5gb,1.3,5,3.73,74.5,119,30,14,2,0,0,7,36.9,2,Samsung,0.127,0
USR001267,+62821-1010-****,42,F,Jakarta,2024-11-09,17,prepaid,weekly_10gb,3.3,10,4.96,49.6,0,37,10,10,1,0,6,19.4,1,Xiaomi,0.272,1
USR001268,+62851-4504-****,28,F,Jakarta,2023-11-17,29,prepaid,weekly_10gb,3.3,10,1.66,16.6,227,30,17,2,0,0,6,14.0,3,Xiaomi,0.415,1
USR001269,+62812-5181-****,50,M,Medan,2025-02-24,14,prepaid,mini_1gb,0.7,1,0.86,85.7,130,27,9,8,0,0,6,37.5,0,Realme,0.189,0
USR001270,+62813-4681-****,39,M,Jakarta,2024-08-31,20,postpaid,starter,10.0,15,4.43,29.5,239,4,17,2,0,0,4,22.9,3,Oppo,0.318,1
USR001271,+62822-9360-****,22,M,Surabaya,2026-01-17,3,prepaid,daily_5gb,1.3,5,1.89,37.9,237,3,16,2,0,0,10,4.1,2,Xiaomi,0.247,0
USR001272,+62851-8159-****,33,M,Jakarta,2025-12-22,4,postpaid,starter,10.0,15,9.73,64.9,140,39,9,0,0,0,7,6.7,2,Samsung,0.347,0
USR001273,+62813-1609-****,41,F,Jakarta,2022-06-02,47,postpaid,plus,20.0,50,52.99,106.0,224,44,14,1,0,1,5,26.4,2,Samsung,0.017,0
USR001274,+62851-4813-****,34,F,Surabaya,2025-02-03,15,prepaid,monthly_50gb,13.3,50,37.11,74.2,98,19,7,1,0,0,7,19.3,0,Xiaomi,0.067,0
USR001275,+62821-9929-****,26,M,Bandung,2025-05-15,11,prepaid,monthly_20gb,6.7,20,18.34,91.7,156,12,16,0,1,0,8,21.9,2,Oppo,0.222,0
USR001276,+62821-2797-****,25,M,Makassar,2023-04-07,37,prepaid,daily_5gb,1.3,5,2.1,42.0,247,43,9,1,0,2,8,16.6,1,Xiaomi,0.044,0
USR001277,+62851-6468-****,30,M,Jakarta,2020-01-28,76,prepaid,weekly_10gb,3.3,10,10.76,107.6,185,19,19,1,0,0,7,38.8,0,Samsung,0.077,0
USR001278,+62822-2035-****,52,F,Jakarta,2025-12-22,4,postpaid,plus,20.0,50,40.69,81.4,111,26,11,4,1,1,8,13.7,5,Oppo,0.191,0
USR001279,+62853-5991-****,44,F,Medan,2022-09-06,44,postpaid,starter,10.0,15,1.31,8.7,248,115,15,2,0,1,6,32.1,2,Xiaomi,0.067,0
USR001280,+62851-3116-****,34,M,Jakarta,2025-12-13,4,prepaid,weekly_10gb,3.3,10,7.23,72.3,104,38,19,2,0,1,4,26.6,3,Apple,0.755,1
USR001281,+62822-1198-****,41,F,Jakarta,2016-06-05,120,prepaid,weekly_10gb,3.3,10,6.07,60.7,238,15,12,3,0,1,7,12.0,1,Oppo,0.054,0
USR001282,+62853-5435-****,29,F,Surabaya,2024-11-21,17,prepaid,daily_5gb,1.3,5,1.14,22.8,69,32,14,3,0,0,10,18.6,3,Samsung,0.082,0
USR001283,+62813-9831-****,38,M,Bandung,2024-11-18,17,prepaid,weekly_10gb,3.3,10,5.98,59.8,203,11,12,0,1,1,6,22.2,3,Samsung,0.236,1
USR001284,+62813-3019-****,24,F,Semarang,2021-06-03,59,prepaid,monthly_20gb,6.7,20,12.29,61.4,65,11,10,2,0,0,5,17.7,0,Xiaomi,0.04,0
USR001285,+62821-9929-****,41,M,Jakarta,2025-03-31,13,postpaid,plus,20.0,50,18.18,36.4,147,22,12,0,1,0,7,27.0,1,Apple,0.075,0
USR001286,+62813-9178-****,43,M,Palembang,2025-10-27,6,postpaid,starter,10.0,15,8.3,55.3,4,3,13,13,0,0,7,26.8,0,Oppo,0.62,1
USR001287,+62851-9335-****,43,F,Jakarta,2022-10-15,43,postpaid,plus,20.0,50,29.37,58.7,243,4,7,1,0,0,7,31.0,0,Samsung,0.026,0
USR001288,+62812-8787-****,29,F,Jakarta,2026-03-19,1,prepaid,weekly_10gb,3.3,10,5.42,54.2,0,35,6,2,0,0,5,19.5,4,Xiaomi,0.291,0
USR001289,+62821-3944-****,18,F,Bandung,2026-03-27,1,prepaid,weekly_10gb,3.3,10,8.73,87.3,288,9,16,3,0,1,5,39.7,3,Xiaomi,0.36,0
USR001290,+62853-7874-****,22,F,Jakarta,2026-03-25,1,prepaid,mini_1gb,0.7,1,0.81,81.3,187,99,16,6,0,0,6,16.1,2,Oppo,0.123,0
USR001291,+62821-6009-****,29,M,Semarang,2024-12-13,16,prepaid,mini_1gb,0.7,1,0.51,51.3,68,30,8,5,3,1,5,3.7,4,Oppo,0.466,0
USR001292,+62853-9431-****,19,M,Surabaya,2025-11-25,5,prepaid,weekly_10gb,3.3,10,7.39,73.9,134,14,10,3,0,0,10,21.4,1,Apple,0.1,0
USR001293,+62821-1119-****,20,F,Jakarta,2025-03-15,13,prepaid,daily_5gb,1.3,5,0.31,6.2,90,3,13,4,0,0,8,3.1,1,Oppo,0.455,0
USR001294,+62851-2365-****,33,M,Makassar,2025-11-27,5,postpaid,plus,20.0,50,22.77,45.5,188,34,14,10,0,0,5,17.8,0,Oppo,0.16,0
USR001295,+62853-5827-****,36,F,Medan,2023-07-01,34,postpaid,starter,10.0,15,11.12,74.1,181,43,9,1,0,0,5,8.8,1,Apple,0.141,1
USR001296,+62813-8958-****,38,F,Jakarta,2019-11-25,78,prepaid,daily_5gb,1.3,5,2.09,41.9,166,17,12,8,0,0,8,23.4,1,Oppo,0.056,0
USR001297,+62821-6071-****,26,M,Semarang,2026-01-14,3,postpaid,plus,20.0,50,27.5,55.0,140,1,14,5,0,0,3,31.4,2,Apple,0.607,0
USR001298,+62821-2658-****,44,M,Jakarta,2024-04-01,25,prepaid,monthly_20gb,6.7,20,11.99,59.9,159,17,15,3,1,2,8,37.5,2,Xiaomi,0.204,0
USR001299,+62821-3673-****,24,M,Bandung,2024-04-25,24,prepaid,daily_5gb,1.3,5,1.84,36.8,177,4,10,6,0,0,8,18.8,2,Samsung,0.237,1
USR001300,+62821-9985-****,46,M,Makassar,2025-06-21,10,prepaid,daily_5gb,1.3,5,3.48,69.6,254,2,18,7,0,0,9,21.7,4,Samsung,0.046,0
USR001301,+62813-4973-****,27,M,Palembang,2024-05-31,23,prepaid,monthly_20gb,6.7,20,19.5,97.5,54,7,13,2,1,0,7,28.8,2,Oppo,0.249,0
USR001302,+62851-1905-****,61,F,Jakarta,2025-12-02,4,postpaid,starter,10.0,15,11.47,76.5,247,4,8,15,0,0,9,18.1,0,Infinix,0.118,0
USR001303,+62821-5864-****,34,M,Jakarta,2021-05-02,60,prepaid,monthly_50gb,13.3,50,13.66,27.3,239,61,16,1,0,0,7,20.8,2,Apple,0.063,0
USR001304,+62822-7630-****,22,F,Bandung,2025-11-30,5,prepaid,monthly_20gb,6.7,20,11.41,57.0,161,3,9,2,0,0,5,19.3,3,Samsung,0.151,0
USR001305,+62821-1699-****,37,M,Bandung,2024-04-26,24,postpaid,starter,10.0,15,5.31,35.4,139,35,9,0,0,1,6,35.1,1,Oppo,0.135,0
USR001306,+62851-5979-****,23,M,Semarang,2023-12-19,28,prepaid,weekly_10gb,3.3,10,8.16,81.6,147,25,8,0,0,0,3,4.9,4,Xiaomi,0.846,1
USR001307,+62813-7537-****,56,F,Semarang,2023-08-30,32,postpaid,plus,20.0,50,18.95,37.9,114,1,13,15,0,1,9,37.4,2,Oppo,0.13,1
USR001308,+62813-7032-****,37,M,Surabaya,2022-10-03,43,postpaid,family,40.0,150,180.0,120.0,186,16,12,2,1,0,9,23.6,4,Vivo,0.021,0
USR001309,+62813-3420-****,44,M,Semarang,2021-02-06,63,postpaid,plus,20.0,50,30.05,60.1,206,59,18,5,0,1,5,35.2,4,Vivo,0.034,0
USR001310,+62813-4718-****,38,M,Semarang,2026-02-14,2,prepaid,daily_5gb,1.3,5,2.15,42.9,102,6,18,0,0,0,8,39.7,2,Samsung,0.304,0
USR001311,+62812-2210-****,31,M,Bandung,2024-12-20,16,prepaid,monthly_20gb,6.7,20,16.75,83.8,94,1,10,0,0,0,8,34.4,2,Xiaomi,0.097,0
USR001312,+62812-9341-****,22,M,Bandung,2026-03-15,1,prepaid,daily_5gb,1.3,5,1.16,23.2,187,14,11,19,1,0,9,54.9,4,Oppo,0.415,0
USR001313,+62853-6854-****,26,F,Semarang,2026-03-09,1,prepaid,weekly_10gb,3.3,10,6.99,69.9,109,25,11,1,0,2,8,28.8,2,Vivo,0.245,0
USR001314,+62813-3612-****,20,M,Palembang,2023-04-11,37,prepaid,monthly_20gb,6.7,20,15.49,77.5,287,9,7,0,0,0,6,8.1,3,Xiaomi,0.168,0
USR001315,+62813-1885-****,18,M,Makassar,2025-01-11,15,prepaid,mini_1gb,0.7,1,0.44,44.2,69,6,10,2,0,0,7,15.3,5,Samsung,0.103,0
USR001316,+62821-9382-****,37,M,Jakarta,2025-12-21,4,prepaid,mini_1gb,0.7,1,0.3,29.9,140,24,15,4,0,0,2,39.8,0,Oppo,0.453,1
USR001317,+62822-3908-****,23,F,Semarang,2021-08-14,57,prepaid,daily_5gb,1.3,5,4.27,85.4,121,4,12,11,0,0,9,36.9,4,Vivo,0.089,0
USR001318,+62853-1461-****,22,F,Jakarta,2025-12-04,4,postpaid,plus,20.0,50,11.58,23.2,149,24,12,0,0,4,8,22.7,4,Samsung,0.099,0
USR001319,+62821-3525-****,39,M,Denpasar,2025-11-05,5,prepaid,monthly_50gb,13.3,50,22.39,44.8,56,7,15,2,0,1,5,29.8,4,Samsung,0.135,0
USR001320,+62821-5826-****,34,F,Jakarta,2026-02-08,2,postpaid,starter,10.0,15,9.24,61.6,104,4,11,3,0,0,8,23.2,1,Samsung,0.093,0
USR001321,+62813-2289-****,24,M,Semarang,2019-10-21,79,prepaid,daily_5gb,1.3,5,4.49,89.7,220,1,15,5,0,1,5,21.2,3,Xiaomi,0.055,0
USR001322,+62812-1100-****,27,F,Surabaya,2025-04-29,12,prepaid,monthly_20gb,6.7,20,24.0,120.0,94,27,9,7,1,0,7,38.5,3,Samsung,0.163,0
USR001323,+62822-7982-****,30,F,Bandung,2024-05-01,24,prepaid,daily_5gb,1.3,5,3.73,74.6,261,36,14,2,0,0,9,15.6,2,Oppo,0.061,0
USR001324,+62822-7221-****,23,M,Semarang,2019-02-13,87,prepaid,monthly_50gb,13.3,50,18.07,36.1,191,28,8,1,1,0,6,18.7,3,Apple,0.073,0
USR001325,+62821-3301-****,18,F,Palembang,2024-05-23,23,postpaid,plus,20.0,50,8.39,16.8,100,1,13,2,0,0,5,9.5,1,Samsung,0.218,0
USR001326,+62813-2193-****,24,F,Makassar,2025-04-02,13,prepaid,mini_1gb,0.7,1,0.49,49.4,168,2,9,2,0,0,4,35.7,1,Samsung,0.551,0
USR001327,+62812-1989-****,45,M,Surabaya,2023-11-25,29,postpaid,plus,20.0,50,11.37,22.7,33,3,8,3,0,0,5,42.2,6,Apple,0.107,0
USR001328,+62853-5394-****,41,M,Surabaya,2026-03-21,1,postpaid,premium,60.0,300,169.91,56.6,160,14,15,7,0,2,9,33.5,4,Samsung,0.055,0
USR001329,+62821-5855-****,33,F,Palembang,2025-06-12,10,prepaid,weekly_10gb,3.3,10,9.59,95.9,50,29,17,16,0,1,9,16.8,1,Apple,0.159,0
USR001330,+62851-1861-****,47,F,Surabaya,2025-09-28,7,prepaid,monthly_20gb,6.7,20,3.17,15.9,48,2,11,4,1,1,7,18.7,3,Xiaomi,0.343,0
USR001331,+62821-4207-****,46,F,Jakarta,2025-06-21,10,prepaid,weekly_10gb,3.3,10,3.8,38.0,121,7,15,0,0,1,7,6.8,1,Samsung,0.206,1
USR001332,+62821-4482-****,18,M,Surabaya,2024-01-05,28,prepaid,monthly_50gb,13.3,50,38.1,76.2,119,10,14,3,1,0,3,39.1,1,Vivo,0.501,1
USR001333,+62813-7351-****,25,F,Surabaya,2025-02-26,14,postpaid,plus,20.0,50,42.57,85.1,93,3,6,14,2,0,9,26.3,2,Apple,0.472,1
USR001334,+62822-1762-****,32,F,Jakarta,2022-11-07,42,prepaid,weekly_10gb,3.3,10,2.81,28.1,216,4,11,3,0,0,5,1.0,4,Samsung,0.256,0
USR001335,+62822-2311-****,47,F,Jakarta,2025-05-02,12,postpaid,starter,10.0,15,9.81,65.4,243,3,16,2,0,3,4,26.2,2,Realme,0.381,0
USR001336,+62851-7468-****,44,F,Denpasar,2022-04-05,49,postpaid,starter,10.0,15,6.94,46.3,149,1,11,0,1,2,3,50.2,3,Xiaomi,0.17,0
USR001337,+62851-8190-****,42,F,Jakarta,2025-09-27,7,prepaid,daily_5gb,1.3,5,2.95,58.9,162,4,7,9,0,0,7,31.8,2,Xiaomi,0.206,0
USR001338,+62812-1252-****,39,F,Jakarta,2025-05-02,12,prepaid,monthly_20gb,6.7,20,20.58,102.9,101,4,14,4,1,0,8,37.5,2,Samsung,0.176,0
USR001339,+62822-3686-****,44,M,Jakarta,2023-07-02,34,prepaid,daily_5gb,1.3,5,3.52,70.4,110,8,12,2,0,1,7,4.5,2,Oppo,0.27,0
USR001340,+62853-8337-****,24,M,Medan,2024-02-08,27,prepaid,monthly_50gb,13.3,50,23.82,47.6,115,8,9,3,2,2,5,1.0,2,Samsung,0.589,1
USR001341,+62851-6412-****,28,F,Medan,2025-04-16,12,prepaid,weekly_10gb,3.3,10,8.42,84.2,150,7,11,1,0,0,4,31.3,1,Infinix,0.7,0
USR001342,+62822-6831-****,33,M,Surabaya,2025-12-12,4,postpaid,starter,10.0,15,8.74,58.3,271,1,9,2,0,1,8,39.4,1,Oppo,0.117,0
USR001343,+62821-8728-****,48,F,Surabaya,2024-11-26,17,postpaid,plus,20.0,50,31.87,63.7,83,0,10,11,0,0,6,33.7,1,Samsung,0.435,1
USR001344,+62812-7684-****,31,F,Medan,2026-01-22,3,prepaid,unlimited,20.0,100,53.55,53.6,61,41,12,4,0,0,10,24.6,2,Xiaomi,0.089,0
USR001345,+62821-3945-****,42,F,Jakarta,2024-12-09,16,prepaid,weekly_10gb,3.3,10,8.68,86.8,71,4,7,1,0,0,6,32.8,1,Apple,0.203,0
USR001346,+62812-6614-****,41,F,Jakarta,2025-07-16,9,prepaid,weekly_10gb,3.3,10,2.06,20.6,268,1,13,3,0,0,6,31.8,2,Oppo,0.183,0
USR001347,+62853-1229-****,53,M,Semarang,2025-05-11,11,prepaid,daily_5gb,1.3,5,3.12,62.5,269,3,18,3,0,2,6,5.8,1,Vivo,0.293,0
USR001348,+62813-4973-****,34,F,Denpasar,2026-03-30,1,postpaid,starter,10.0,15,10.63,70.9,141,56,14,2,0,0,5,41.7,3,Xiaomi,0.169,0
USR001349,+62821-9603-****,21,F,Jakarta,2025-05-11,11,postpaid,plus,20.0,50,30.45,60.9,162,0,15,1,1,0,5,5.5,3,Xiaomi,0.138,0
USR001350,+62813-1155-****,31,M,Surabaya,2020-08-26,69,prepaid,monthly_50gb,13.3,50,54.27,108.5,220,28,11,1,0,0,6,41.6,3,Xiaomi,0.077,0
USR001351,+62853-2468-****,35,M,Jakarta,2024-11-04,18,postpaid,starter,10.0,15,6.91,46.1,184,12,11,3,0,0,5,41.8,2,Oppo,0.122,0
USR001352,+62853-5226-****,30,F,Makassar,2017-04-13,110,prepaid,monthly_20gb,6.7,20,17.77,88.8,150,0,12,6,1,0,5,24.3,1,Samsung,0.023,0
USR001353,+62812-2735-****,25,M,Denpasar,2026-03-22,1,prepaid,daily_5gb,1.3,5,1.32,26.3,33,54,15,0,1,1,7,29.2,1,Samsung,0.179,0
USR001354,+62813-1271-****,18,M,Surabaya,2025-04-23,12,prepaid,weekly_10gb,3.3,10,6.1,61.0,231,10,14,3,0,0,8,40.5,0,Samsung,0.2,0
USR001355,+62851-1687-****,36,F,Denpasar,2021-06-20,59,postpaid,family,40.0,150,180.0,120.0,227,20,17,1,0,0,6,28.9,3,Xiaomi,0.023,0
USR001356,+62853-1400-****,28,M,Palembang,2023-06-26,34,prepaid,monthly_20gb,6.7,20,20.27,101.3,102,78,14,1,1,0,5,30.7,2,Apple,0.111,0
USR001357,+62851-3917-****,29,F,Jakarta,2021-12-10,53,prepaid,daily_5gb,1.3,5,2.77,55.4,231,24,9,0,0,1,4,34.5,2,Samsung,0.232,0
USR001358,+62821-2703-****,20,F,Jakarta,2025-04-25,12,prepaid,monthly_20gb,6.7,20,17.62,88.1,49,21,12,0,0,0,8,7.7,1,Samsung,0.116,0
USR001359,+62851-4974-****,38,F,Jakarta,2021-01-18,64,prepaid,mini_1gb,0.7,1,0.43,42.8,277,22,9,7,1,1,5,27.0,2,Samsung,0.074,1
USR001360,+62853-7213-****,18,M,Denpasar,2022-08-09,45,prepaid,daily_5gb,1.3,5,1.2,24.1,80,56,10,0,1,1,6,8.9,4,Samsung,0.127,0
USR001361,+62812-6092-****,48,F,Surabaya,2021-12-01,53,prepaid,weekly_10gb,3.3,10,7.49,74.9,272,41,15,3,0,0,6,9.9,3,Oppo,0.092,0
USR001362,+62851-4884-****,18,M,Jakarta,2022-07-29,45,prepaid,monthly_20gb,6.7,20,10.25,51.2,272,3,15,6,0,1,7,25.1,1,Oppo,0.054,0
USR001363,+62812-5027-****,26,M,Jakarta,2021-10-12,55,prepaid,monthly_20gb,6.7,20,8.51,42.6,210,17,9,0,0,1,5,29.5,1,Oppo,0.062,0
USR001364,+62813-5743-****,21,M,Semarang,2024-07-19,21,prepaid,daily_5gb,1.3,5,3.81,76.1,253,43,15,5,0,0,8,25.9,4,Oppo,0.242,0
USR001365,+62821-4920-****,33,M,Jakarta,2024-05-31,23,prepaid,daily_5gb,1.3,5,2.23,44.6,268,7,17,1,0,0,5,24.1,2,Vivo,0.153,1
USR001366,+62822-6535-****,29,F,Surabaya,2024-08-31,20,postpaid,family,40.0,150,115.87,77.2,12,6,11,2,0,0,7,39.3,3,Samsung,0.164,1
USR001367,+62821-7155-****,39,F,Makassar,2021-02-18,63,postpaid,family,40.0,150,139.24,92.8,130,7,10,6,0,0,7,27.4,6,Vivo,0.038,0
USR001368,+62821-1003-****,43,M,Jakarta,2021-08-03,57,prepaid,mini_1gb,0.7,1,0.55,54.6,86,33,14,0,0,0,7,21.2,0,Apple,0.12,0
USR001369,+62822-4190-****,18,M,Bandung,2024-03-14,25,prepaid,daily_5gb,1.3,5,4.25,85.0,104,49,9,0,0,1,8,35.9,3,Oppo,0.087,0
USR001370,+62822-1631-****,54,M,Jakarta,2024-10-20,18,prepaid,weekly_10gb,3.3,10,7.76,77.6,276,3,13,11,0,1,7,6.9,3,Xiaomi,0.744,1
USR001371,+62853-4245-****,47,F,Makassar,2023-11-17,29,postpaid,plus,20.0,50,15.76,31.5,154,5,15,0,0,0,5,35.0,1,Oppo,0.113,0
USR001372,+62813-4505-****,42,M,Jakarta,2026-03-02,1,prepaid,daily_5gb,1.3,5,2.31,46.2,10,8,7,7,0,0,4,21.5,4,Samsung,0.816,0
USR001373,+62851-8996-****,40,F,Palembang,2021-01-29,63,prepaid,mini_1gb,0.7,1,0.96,96.1,91,13,16,3,0,1,9,26.5,2,Oppo,0.013,0
USR001374,+62812-9924-****,26,M,Semarang,2026-03-26,1,prepaid,weekly_10gb,3.3,10,7.6,76.0,94,7,18,4,0,1,6,23.4,1,Oppo,0.236,0
USR001375,+62821-4444-****,25,F,Semarang,2025-06-11,10,prepaid,weekly_10gb,3.3,10,5.66,56.6,144,22,23,1,0,1,8,37.5,2,Oppo,0.164,1
USR001376,+62851-3998-****,26,F,Jakarta,2025-03-30,13,prepaid,weekly_10gb,3.3,10,11.49,114.9,124,9,10,3,0,1,4,30.5,4,Apple,0.416,0
USR001377,+62821-2350-****,20,F,Bandung,2025-06-21,10,prepaid,mini_1gb,0.7,1,0.93,93.2,204,6,9,13,0,3,5,22.1,5,Samsung,0.247,0
USR001378,+62851-8226-****,31,M,Medan,2025-03-26,13,prepaid,monthly_20gb,6.7,20,16.51,82.5,104,11,10,0,0,0,8,39.1,3,Samsung,0.274,0
USR001379,+62851-3090-****,27,F,Jakarta,2026-03-23,1,prepaid,weekly_10gb,3.3,10,5.5,55.0,71,33,11,0,1,1,5,21.5,3,Oppo,0.193,1
USR001380,+62851-9289-****,18,M,Jakarta,2023-08-30,32,prepaid,weekly_10gb,3.3,10,3.19,31.9,96,0,19,3,0,1,5,35.1,1,Samsung,0.149,1
USR001381,+62851-7933-****,40,F,Palembang,2022-09-02,44,prepaid,daily_5gb,1.3,5,4.59,91.8,186,49,12,10,0,0,6,21.0,2,Realme,0.064,0
USR001382,+62812-9048-****,22,F,Jakarta,2025-10-14,6,prepaid,daily_5gb,1.3,5,2.73,54.6,73,11,6,2,0,1,6,11.9,3,Oppo,0.115,0
USR001383,+62851-6174-****,32,M,Jakarta,2025-10-05,6,prepaid,daily_5gb,1.3,5,5.19,103.7,90,1,10,8,1,0,9,17.7,3,Oppo,0.05,0
USR001384,+62853-7876-****,50,F,Surabaya,2025-10-03,6,postpaid,premium,60.0,300,218.62,72.9,109,0,17,2,1,3,4,40.0,0,Vivo,0.61,1
USR001385,+62851-2787-****,18,M,Surabaya,2025-12-10,4,prepaid,daily_5gb,1.3,5,2.37,47.4,234,40,13,9,1,0,10,31.1,2,Oppo,0.085,0
USR001386,+62822-9706-****,41,M,Surabaya,2023-07-14,34,prepaid,monthly_50gb,13.3,50,18.32,36.6,178,20,17,3,0,0,2,19.3,3,Apple,0.531,0
USR001387,+62822-5348-****,32,M,Palembang,2025-01-13,15,postpaid,plus,20.0,50,45.25,90.5,32,16,14,5,0,1,8,13.4,1,Vivo,0.082,0
USR001388,+62812-8746-****,18,M,Jakarta,2024-12-29,16,prepaid,monthly_20gb,6.7,20,11.3,56.5,154,6,19,0,0,0,3,25.3,2,Vivo,0.442,1
USR001389,+62851-3232-****,37,F,Denpasar,2026-02-07,2,prepaid,mini_1gb,0.7,1,0.95,94.6,247,27,12,0,1,0,9,20.1,2,Apple,0.051,0
USR001390,+62853-7040-****,31,M,Medan,2025-04-18,12,prepaid,daily_5gb,1.3,5,2.88,57.5,107,1,13,6,0,1,8,22.1,2,Oppo,0.06,0
USR001391,+62812-3174-****,18,M,Denpasar,2021-12-14,53,postpaid,plus,20.0,50,10.44,20.9,141,89,13,3,0,2,4,13.6,5,Apple,0.102,0
USR001392,+62853-1666-****,32,F,Surabaya,2026-03-11,1,postpaid,starter,10.0,15,13.21,88.0,29,20,12,1,0,2,9,20.1,2,Xiaomi,0.073,0
USR001393,+62821-4751-****,21,F,Makassar,2023-11-13,29,postpaid,plus,20.0,50,9.52,19.0,117,0,10,2,0,1,5,33.2,2,Samsung,0.288,0
USR001394,+62851-4058-****,22,M,Semarang,2026-02-20,2,prepaid,unlimited,20.0,100,19.51,19.5,208,63,11,1,0,0,8,23.0,0,Oppo,0.376,0
USR001395,+62821-8096-****,47,M,Bandung,2026-03-22,1,prepaid,weekly_10gb,3.3,10,9.33,93.3,198,4,10,2,0,0,6,19.4,0,Xiaomi,0.266,0
USR001396,+62821-2740-****,37,F,Surabaya,2026-01-06,3,prepaid,monthly_20gb,6.7,20,4.75,23.7,136,9,6,4,0,2,7,4.5,4,Samsung,0.605,1
USR001397,+62813-4566-****,28,M,Surabaya,2026-02-03,2,prepaid,mini_1gb,0.7,1,0.96,95.7,203,5,13,0,0,0,5,26.2,1,Samsung,0.324,0
USR001398,+62812-6659-****,29,M,Surabaya,2024-01-28,27,postpaid,starter,10.0,15,10.75,71.7,12,18,21,9,0,1,6,5.1,3,Samsung,0.307,1
USR001399,+62851-3536-****,25,M,Surabaya,2021-11-26,53,prepaid,monthly_20gb,6.7,20,9.67,48.4,102,18,12,0,0,0,9,24.1,3,Infinix,0.015,0
USR001400,+62821-6523-****,42,M,Denpasar,2019-12-25,77,prepaid,daily_5gb,1.3,5,1.31,26.2,243,30,14,3,0,0,5,11.6,1,Realme,0.13,1
USR001401,+62822-9705-****,19,M,Semarang,2025-04-12,12,prepaid,monthly_50gb,13.3,50,34.6,69.2,90,12,17,4,0,0,8,29.2,1,Vivo,0.137,0
USR001402,+62853-6866-****,53,F,Bandung,2025-03-13,13,prepaid,daily_5gb,1.3,5,3.06,61.2,230,22,13,6,0,0,6,24.9,1,Samsung,0.23,0
USR001403,+62812-2954-****,30,F,Jakarta,2022-01-11,52,prepaid,monthly_50gb,13.3,50,24.62,49.2,147,10,14,0,0,0,8,24.3,3,Xiaomi,0.064,0
USR001404,+62851-3173-****,33,M,Bandung,2025-06-27,10,postpaid,plus,20.0,50,57.81,115.6,205,1,12,2,1,1,4,26.5,5,Oppo,0.44,1
USR001405,+62822-3645-****,39,M,Palembang,2026-03-18,1,prepaid,monthly_20gb,6.7,20,15.13,75.7,204,7,9,6,0,1,6,28.8,1,Xiaomi,0.112,1
USR001406,+62853-7771-****,18,M,Surabaya,2024-01-14,27,prepaid,mini_1gb,0.7,1,0.63,63.0,0,7,7,4,1,1,10,32.0,2,Oppo,0.061,0
USR001407,+62853-9499-****,29,M,Palembang,2024-05-21,23,prepaid,monthly_50gb,13.3,50,29.42,58.8,147,41,17,0,0,0,7,42.0,3,Realme,0.134,0
USR001408,+62822-5016-****,24,F,Jakarta,2023-10-30,30,postpaid,premium,60.0,300,304.81,101.6,184,64,8,2,0,1,5,3.4,1,Infinix,0.323,0
USR001409,+62812-5289-****,22,F,Bandung,2023-02-05,39,prepaid,weekly_10gb,3.3,10,7.64,76.4,137,32,13,4,0,0,1,11.8,1,Oppo,0.2,0
USR001410,+62822-7614-****,18,M,Jakarta,2023-11-10,30,prepaid,daily_5gb,1.3,5,4.94,98.9,192,26,12,1,0,0,9,12.4,1,Oppo,0.078,0
USR001411,+62821-9172-****,35,F,Jakarta,2025-09-01,8,prepaid,monthly_20gb,6.7,20,11.82,59.1,149,10,6,7,1,0,8,29.4,1,Apple,0.243,0
USR001412,+62812-4866-****,39,M,Semarang,2024-10-24,18,prepaid,monthly_50gb,13.3,50,25.97,51.9,246,9,8,3,0,1,6,25.4,1,Apple,0.24,1
USR001413,+62821-4039-****,35,F,Medan,2026-03-04,1,postpaid,premium,60.0,300,180.05,60.0,225,24,13,0,0,1,6,15.2,5,Xiaomi,0.227,1
