user_id,phone,age,gender,city,registration_date,tenure_months,plan_type,plan_name,monthly_spend_usd,data_quota_gb,data_usage_gb,data_usage_pct,voice_minutes,sms_sent,app_logins_last_30d,days_since_last_topup,complaints_last_90d,support_tickets,nps_score,avg_speed_mbps,dropped_calls_last_30d,device_brand,churn_probability,churned,usage_ratio,engagement_score,is_prepaid,predicted_churn_prob,risk_tier
USR001417,+62822-1532-****,28,M,Jakarta,2022-11-09,42,postpaid,plus,20.0,50,46.05,92.1,99,6,13,1,0,1,4,11.1,3,Infinix,0.234,0,0.9191616766467064,0.43333333333333335,0,0.57330203,Medium
USR001418,+62851-7120-****,30,F,Denpasar,2023-12-26,28,prepaid,monthly_50gb,13.3,50,44.38,88.8,0,50,5,2,1,0,7,15.8,1,Xiaomi,0.168,0,0.8858283433133732,0.16666666666666666,1,0.23009017,Low
USR001419,+62812-5491-****,26,F,Semarang,2021-01-04,64,prepaid,daily_5gb,1.3,5,2.41,48.1,182,63,9,6,2,0,8,33.8,2,Xiaomi,0.397,0,0.4725490196078432,0.3,1,0.05811523,Low
USR001420,+62853-2819-****,20,F,Bandung,2024-01-11,27,prepaid,mini_1gb,0.7,1,1.16,116.5,272,36,12,5,0,3,5,25.2,0,Xiaomi,0.196,0,1.0545454545454545,0.4,1,0.1729056,Low
USR001421,+62822-8036-****,34,M,Medan,2026-02-25,1,postpaid,family,40.0,150,41.5,27.7,92,35,15,12,0,0,6,23.3,0,Xiaomi,0.437,1,0.2764823451032645,0.5,0,0.6508302,Medium
USR001422,+62822-8648-****,22,F,Denpasar,2025-05-29,11,postpaid,premium,60.0,300,223.47,74.5,340,27,15,0,1,0,3,25.0,3,Infinix,0.469,1,0.7446517827390869,0.5,0,0.40564904,Medium
USR001423,+62853-5144-****,18,F,Surabaya,2025-10-17,6,postpaid,plus,20.0,50,28.16,56.3,202,37,16,4,0,1,10,41.5,3,Xiaomi,0.046,0,0.5620758483033932,0.5333333333333333,0,0.0336057,Low
USR001424,+62822-6560-****,18,M,Palembang,2023-08-24,32,prepaid,mini_1gb,0.7,1,0.72,72.4,0,0,15,2,1,0,6,29.1,1,Samsung,0.368,1,0.6545454545454544,0.5,1,0.3545875,Medium
USR001425,+62822-5922-****,32,F,Medan,2023-12-12,28,prepaid,monthly_20gb,6.7,20,7.84,39.2,179,8,21,16,1,0,4,37.2,4,Samsung,0.409,0,0.39004975124378105,0.7,1,0.52642035,Medium
USR001426,+62813-1023-****,29,M,Jakarta,2025-12-06,4,prepaid,unlimited,20.0,100,75.28,75.3,205,12,12,1,2,1,4,34.5,2,Vivo,0.744,1,0.752047952047952,0.4,1,0.7450466,High
USR001427,+62813-2750-****,30,F,Jakarta,2022-12-13,40,prepaid,daily_5gb,1.3,5,2.89,57.9,215,10,12,6,0,2,9,42.9,2,Infinix,0.069,0,0.5666666666666668,0.4,1,0.02768008,Low
USR001428,+62812-8043-****,38,M,Bandung,2024-05-09,23,prepaid,weekly_10gb,3.3,10,11.68,116.8,110,10,12,12,0,0,8,30.8,4,Vivo,0.203,1,1.1564356435643564,0.4,1,0.734477,High
USR001429,+62853-1892-****,27,F,Surabaya,2016-11-08,115,prepaid,weekly_10gb,3.3,10,9.27,92.7,239,14,17,0,1,0,7,27.7,2,Samsung,0.075,0,0.9178217821782179,0.5666666666666667,1,0.050002865,Low
USR001430,+62851-8587-****,46,M,Surabaya,2024-07-01,22,prepaid,daily_5gb,1.3,5,2.12,42.5,140,21,4,7,0,2,3,15.6,2,Samsung,0.638,0,0.415686274509804,0.13333333333333333,1,0.14188424,Low
USR001431,+62853-8915-****,32,M,Semarang,2024-11-06,17,prepaid,daily_5gb,1.3,5,2.54,50.9,171,16,8,3,0,0,8,38.4,2,Samsung,0.207,0,0.4980392156862746,0.26666666666666666,1,0.23059696,Low
USR001432,+62813-4968-****,26,F,Surabaya,2025-01-12,15,prepaid,weekly_10gb,3.3,10,9.81,98.1,141,32,5,2,0,1,7,17.6,2,Oppo,0.276,0,0.9712871287128714,0.16666666666666666,1,0.16363646,Low
USR001433,+62853-4747-****,21,F,Palembang,2026-03-05,1,prepaid,monthly_50gb,13.3,50,33.55,67.1,267,1,6,12,0,0,7,28.1,0,Samsung,0.654,1,0.6696606786427145,0.2,1,0.7533922,High
USR001434,+62853-5655-****,22,M,Semarang,2026-01-06,3,prepaid,monthly_20gb,6.7,20,5.26,26.3,85,31,13,5,0,1,6,40.8,2,Oppo,0.468,0,0.2616915422885572,0.43333333333333335,1,0.13601281,Low
USR001435,+62813-4511-****,30,M,Jakarta,2025-07-15,9,postpaid,starter,10.0,15,17.33,115.5,300,12,15,1,0,0,5,26.4,3,Samsung,0.11,0,1.147682119205298,0.5,0,0.31432527,Medium
USR001436,+62853-8043-****,31,M,Bandung,2025-09-09,7,prepaid,mini_1gb,0.7,1,0.67,67.2,58,40,13,3,0,0,9,37.0,2,Samsung,0.04,0,0.6090909090909091,0.43333333333333335,1,0.08379541,Low
USR001437,+62812-8015-****,24,M,Semarang,2016-06-08,120,prepaid,weekly_10gb,3.3,10,7.85,78.5,81,74,18,1,0,1,4,26.8,2,Samsung,0.348,0,0.7772277227722773,0.6,1,0.08632167,Low
USR001438,+62853-1756-****,49,F,Jakarta,2024-09-16,19,postpaid,plus,20.0,50,39.29,78.6,162,56,11,8,0,1,5,21.5,0,Oppo,0.13,0,0.7842315369261477,0.36666666666666664,0,0.08853783,Low
USR001439,+62853-2613-****,31,M,Palembang,2025-04-01,12,prepaid,weekly_10gb,3.3,10,2.74,27.4,161,29,13,12,0,0,6,24.7,2,Samsung,0.579,0,0.2712871287128713,0.43333333333333335,1,0.36867622,Medium
USR001440,+62813-2851-****,22,F,Jakarta,2023-03-03,38,prepaid,unlimited,20.0,100,65.42,65.4,84,3,13,0,0,0,6,31.2,1,Samsung,0.097,0,0.6535464535464536,0.43333333333333335,1,0.13859282,Low
USR001441,+62853-1202-****,26,F,Palembang,2026-02-25,1,prepaid,monthly_20gb,6.7,20,21.29,106.5,0,22,20,7,0,0,5,26.3,0,Xiaomi,0.558,0,1.0592039800995023,0.6666666666666666,1,0.16826774,Low
USR001442,+62822-6090-****,39,F,Semarang,2026-01-27,2,prepaid,weekly_10gb,3.3,10,6.25,62.5,71,4,15,1,0,0,6,40.6,0,Samsung,0.282,0,0.6188118811881188,0.5,1,0.30838078,Medium
USR001443,+62822-8900-****,30,M,Jakarta,2023-03-05,38,prepaid,daily_5gb,1.3,5,4.14,82.8,207,6,10,3,0,1,4,25.1,0,Samsung,0.265,0,0.8117647058823529,0.3333333333333333,1,0.45263577,Medium
USR001444,+62853-6933-****,26,M,Surabaya,2026-03-07,1,prepaid,mini_1gb,0.7,1,0.82,82.2,31,10,16,6,0,2,8,40.3,1,Realme,0.381,0,0.7454545454545454,0.5333333333333333,1,0.34989235,Medium
USR001445,+62821-1348-****,35,F,Jakarta,2025-03-20,13,prepaid,monthly_20gb,6.7,20,12.03,60.1,166,6,5,1,3,0,2,4.4,0,Xiaomi,0.719,1,0.5985074626865671,0.16666666666666666,1,0.910794,High
USR001446,+62812-6705-****,45,M,Jakarta,2023-02-25,38,postpaid,starter,10.0,15,4.78,31.9,40,6,9,3,0,0,7,21.9,3,Xiaomi,0.064,0,0.3165562913907285,0.3,0,0.11419313,Low
USR001447,+62853-3394-****,24,F,Palembang,2026-03-19,1,prepaid,monthly_20gb,6.7,20,11.03,55.1,310,6,12,3,1,0,4,40.7,1,Samsung,0.785,1,0.5487562189054725,0.4,1,0.75810635,High
USR001448,+62812-1565-****,36,M,Jakarta,2024-09-20,19,postpaid,starter,10.0,15,3.55,23.6,182,3,12,1,2,0,7,19.0,3,Xiaomi,0.387,1,0.23509933774834438,0.4,0,0.7755799,High
USR001449,+62851-7485-****,25,M,Jakarta,2024-01-30,27,postpaid,starter,10.0,15,11.99,79.9,181,68,12,6,0,1,4,4.3,2,Samsung,0.556,0,0.7940397350993378,0.4,0,0.3476753,Medium
USR001450,+62821-5642-****,29,M,Jakarta,2023-09-22,31,prepaid,monthly_20gb,6.7,20,14.24,71.2,184,21,12,3,0,1,3,17.4,5,Infinix,0.67,1,0.708457711442786,0.4,1,0.4625486,Medium
USR001451,+62822-6690-****,51,M,Surabaya,2025-06-08,10,prepaid,daily_5gb,1.3,5,5.23,104.6,88,17,18,3,0,0,4,14.1,2,Oppo,0.734,0,1.0254901960784315,0.6,1,0.39264008,Medium
USR001452,+62822-2924-****,28,F,Makassar,2025-10-18,6,prepaid,unlimited,20.0,100,65.99,66.0,221,58,11,6,1,1,10,5.8,5,Samsung,0.149,0,0.6592407592407592,0.36666666666666664,1,0.022253752,Low
USR001453,+62821-7249-****,31,M,Jakarta,2025-09-15,7,prepaid,weekly_10gb,3.3,10,5.99,59.9,105,0,13,2,0,0,7,51.9,4,Oppo,0.305,0,0.5930693069306932,0.43333333333333335,1,0.15387668,Low
USR001454,+62851-1027-****,28,F,Surabaya,2026-03-08,1,prepaid,mini_1gb,0.7,1,0.43,42.6,56,9,13,8,0,1,9,32.5,1,Samsung,0.126,0,0.3909090909090909,0.43333333333333335,1,0.02772259,Low
USR001455,+62821-4552-****,27,M,Makassar,2024-10-20,18,prepaid,weekly_10gb,3.3,10,4.3,43.0,176,31,8,7,0,0,6,25.9,2,Vivo,0.101,0,0.42574257425742573,0.26666666666666666,1,0.19814634,Low
USR001456,+62853-7862-****,37,M,Surabaya,2024-08-21,20,prepaid,weekly_10gb,3.3,10,12.0,120.0,244,21,18,5,0,0,5,16.8,1,Apple,0.36,0,1.188118811881188,0.6,1,0.14479731,Low
USR001457,+62853-1764-****,33,M,Jakarta,2024-12-26,16,prepaid,unlimited,20.0,100,84.94,84.9,132,8,12,5,0,0,5,14.8,2,Samsung,0.113,0,0.8485514485514486,0.4,1,0.2832828,Low
USR001458,+62813-8870-****,33,M,Jakarta,2025-02-06,14,prepaid,monthly_20gb,6.7,20,10.83,54.2,243,11,7,3,1,0,6,35.2,3,Samsung,0.414,1,0.5388059701492537,0.23333333333333334,1,0.25802493,Low
USR001459,+62851-6363-****,50,F,Makassar,2025-10-14,6,prepaid,weekly_10gb,3.3,10,6.95,69.5,161,22,11,7,0,0,7,11.4,5,Samsung,0.477,0,0.6881188118811882,0.36666666666666664,1,0.2228177,Low
USR001460,+62812-6049-****,35,M,Medan,2025-09-13,7,postpaid,family,40.0,150,139.59,93.1,141,52,9,0,0,0,7,24.6,2,Xiaomi,0.174,0,0.9299800133244505,0.3,0,0.119982935,Low
USR001461,+62812-7712-****,33,M,Denpasar,2024-03-26,25,postpaid,plus,20.0,50,34.78,69.6,145,29,10,5,0,1,6,33.7,4,Oppo,0.112,0,0.6942115768463074,0.3333333333333333,0,0.129596,Low
USR001462,+62851-6504-****,21,F,Bandung,2025-08-13,8,prepaid,weekly_10gb,3.3,10,6.8,68.0,142,4,14,8,0,1,10,32.4,4,Vivo,0.141,0,0.6732673267326733,0.4666666666666667,1,0.041167174,Low
USR001463,+62853-1241-****,34,F,Semarang,2021-06-05,59,postpaid,starter,10.0,15,8.37,55.8,121,2,10,3,1,1,8,10.7,2,Vivo,0.17,1,0.5543046357615894,0.3333333333333333,0,0.23120944,Low
USR001464,+62853-9126-****,31,F,Jakarta,2021-11-02,54,prepaid,weekly_10gb,3.3,10,5.54,55.4,58,3,12,3,0,0,6,15.1,2,Samsung,0.169,0,0.5485148514851486,0.4,1,0.16995576,Low
USR001465,+62851-5689-****,52,F,Jakarta,2022-09-04,44,postpaid,plus,20.0,50,37.62,75.2,45,0,10,3,1,1,6,28.4,1,Samsung,0.051,0,0.7508982035928143,0.3333333333333333,0,0.029574761,Low
USR001466,+62821-7294-****,27,M,Palembang,2025-06-17,10,postpaid,plus,20.0,50,21.46,42.9,221,5,15,0,0,0,4,20.9,1,Vivo,0.235,0,0.4283433133732535,0.5,0,0.26641133,Low
USR001467,+62822-3889-****,25,M,Jakarta,2025-01-28,15,prepaid,unlimited,20.0,100,55.58,55.6,229,41,9,12,0,0,6,20.8,2,Infinix,0.498,1,0.5552447552447553,0.3,1,0.57433236,Medium
USR001468,+62822-4223-****,31,F,Medan,2023-03-31,37,prepaid,weekly_10gb,3.3,10,6.57,65.7,191,2,14,3,0,0,3,40.9,4,Samsung,0.468,1,0.6504950495049505,0.4666666666666667,1,0.37922367,Medium
USR001469,+62822-5999-****,18,F,Bandung,2025-09-05,7,prepaid,daily_5gb,1.3,5,1.92,38.3,131,36,10,3,1,0,8,38.4,1,Apple,0.477,0,0.3764705882352941,0.3333333333333333,1,0.25046557,Low
USR001470,+62822-6550-****,35,F,Medan,2025-05-04,11,prepaid,monthly_50gb,13.3,50,51.12,102.2,154,4,11,7,0,0,7,18.2,1,Samsung,0.309,1,1.0203592814371256,0.36666666666666664,1,0.44855547,Medium
USR001471,+62821-4195-****,34,F,Bandung,2025-08-14,8,prepaid,daily_5gb,1.3,5,3.98,79.7,73,9,13,1,0,0,6,45.1,2,Realme,0.232,0,0.7803921568627451,0.43333333333333335,1,0.2521141,Low
USR001472,+62813-8139-****,23,F,Denpasar,2024-04-02,25,prepaid,monthly_20gb,6.7,20,11.01,55.1,95,10,13,1,0,1,4,13.3,2,Apple,0.506,1,0.5477611940298507,0.43333333333333335,1,0.54615295,Medium
USR001473,+62853-6304-****,32,F,Medan,2024-07-29,21,prepaid,monthly_50gb,13.3,50,40.02,80.0,359,15,10,3,0,2,6,12.4,2,Oppo,0.471,1,0.7988023952095809,0.3333333333333333,1,0.6811661,Medium
USR001474,+62822-3085-****,18,M,Jakarta,2025-11-11,5,prepaid,daily_5gb,1.3,5,3.1,62.0,126,14,10,4,1,0,3,7.7,1,Vivo,0.42,1,0.607843137254902,0.3333333333333333,1,0.47601417,Medium
USR001475,+62853-6045-****,20,M,Jakarta,2022-10-27,42,prepaid,daily_5gb,1.3,5,3.58,71.6,245,1,13,2,2,0,6,43.0,2,Realme,0.312,1,0.7019607843137255,0.43333333333333335,1,0.27862585,Low
USR001476,+62822-6066-****,18,M,Jakarta,2024-10-29,18,prepaid,daily_5gb,1.3,5,3.37,67.5,255,50,11,5,0,0,5,3.3,1,Vivo,0.262,0,0.6607843137254903,0.36666666666666664,1,0.15948316,Low
USR001477,+62822-6467-****,40,F,Jakarta,2025-07-10,9,prepaid,weekly_10gb,3.3,10,7.57,75.7,199,44,11,0,0,1,9,10.0,1,Vivo,0.107,0,0.7495049504950495,0.36666666666666664,1,0.10494128,Low
USR001478,+62813-9412-****,29,M,Jakarta,2023-12-20,28,postpaid,family,40.0,150,122.64,81.8,145,43,11,0,0,2,7,24.1,1,Samsung,0.157,0,0.8170552964690206,0.36666666666666664,0,0.09293059,Low
USR001479,+62813-7336-****,37,F,Jakarta,2021-08-16,57,prepaid,monthly_20gb,6.7,20,12.85,64.3,204,0,16,15,1,0,5,35.5,3,Samsung,0.304,1,0.6393034825870646,0.5333333333333333,1,0.55389816,Medium
USR001480,+62853-1403-****,34,F,Medan,2025-08-26,8,postpaid,starter,10.0,15,6.05,40.4,255,13,10,11,0,1,10,18.8,1,Realme,0.149,0,0.40066225165562913,0.3333333333333333,0,0.2694228,Low
USR001481,+62821-1642-****,23,F,Jakarta,2025-12-16,4,prepaid,unlimited,20.0,100,38.34,38.3,232,4,16,0,1,2,7,19.7,0,Vivo,0.124,0,0.38301698301698306,0.5333333333333333,1,0.14559883,Low
USR001482,+62853-1199-****,43,F,Semarang,2024-09-22,19,prepaid,unlimited,20.0,100,30.41,30.4,69,1,16,2,0,0,7,26.9,0,Samsung,0.313,0,0.3037962037962038,0.5333333333333333,1,0.11227801,Low
USR001483,+62851-6015-****,36,F,Bandung,2021-05-06,60,prepaid,monthly_20gb,6.7,20,14.14,70.7,244,12,12,2,0,0,7,27.9,2,Apple,0.055,0,0.7034825870646766,0.4,1,0.06955696,Low
USR001484,+62812-2402-****,41,M,Jakarta,2025-10-02,6,postpaid,plus,20.0,50,29.37,58.7,168,37,15,0,0,0,7,22.5,2,Xiaomi,0.18,0,0.5862275449101797,0.5,0,0.12129704,Low
USR001485,+62812-9560-****,28,M,Medan,2026-02-01,2,postpaid,starter,10.0,15,15.46,103.1,92,2,9,4,0,0,8,23.9,6,Oppo,0.343,0,1.023841059602649,0.3,0,0.17557777,Low
USR001486,+62851-5974-****,49,F,Bandung,2026-03-07,1,postpaid,premium,60.0,300,308.91,103.0,156,16,10,1,0,0,2,26.1,0,Xiaomi,0.575,1,1.0293568810396534,0.3333333333333333,0,0.12197978,Low
USR001487,+62821-9219-****,31,F,Semarang,2025-10-01,6,prepaid,unlimited,20.0,100,68.34,68.3,90,1,14,1,0,1,8,26.6,2,Samsung,0.276,0,0.6827172827172828,0.4666666666666667,1,0.4932543,Medium
USR001488,+62812-5795-****,26,F,Semarang,2023-06-29,34,postpaid,starter,10.0,15,10.51,70.1,277,20,13,7,0,0,9,23.5,2,Xiaomi,0.141,0,0.6960264900662252,0.43333333333333335,0,0.047966663,Low
USR001489,+62822-2109-****,38,M,Semarang,2023-12-28,28,postpaid,family,40.0,150,25.64,17.1,207,7,22,3,0,1,8,19.4,3,Apple,0.433,0,0.17081945369753498,0.7333333333333333,0,0.17495285,Low
USR001490,+62851-3237-****,28,F,Jakarta,2025-12-07,4,prepaid,weekly_10gb,3.3,10,3.66,36.6,100,13,10,0,1,0,4,19.2,4,Vivo,0.622,0,0.3623762376237624,0.3333333333333333,1,0.48935115,Medium
USR001491,+62813-1368-****,32,M,Semarang,2025-05-19,11,postpaid,starter,10.0,15,9.17,61.1,82,12,14,4,0,3,8,29.4,5,Xiaomi,0.122,0,0.6072847682119206,0.4666666666666667,0,0.13218924,Low
USR001492,+62822-8549-****,18,F,Makassar,2024-06-09,22,prepaid,daily_5gb,1.3,5,2.38,47.7,257,0,7,1,1,0,8,19.2,4,Oppo,0.356,1,0.4666666666666667,0.23333333333333334,1,0.14967039,Low
USR001493,+62812-5857-****,18,F,Palembang,2022-10-16,42,prepaid,monthly_20gb,6.7,20,6.0,30.0,222,21,10,1,0,0,3,21.5,1,Samsung,0.204,1,0.29850746268656714,0.3333333333333333,1,0.1847971,Low
USR001494,+62853-2474-****,20,F,Medan,2025-08-09,8,prepaid,daily_5gb,1.3,5,2.8,56.1,212,11,12,0,0,1,5,30.8,0,Samsung,0.229,0,0.5490196078431373,0.4,1,0.171555,Low
USR001495,+62821-5749-****,24,F,Jakarta,2023-07-30,33,postpaid,plus,20.0,50,31.53,63.1,259,4,11,3,0,1,7,23.6,2,Infinix,0.136,0,0.6293413173652694,0.36666666666666664,0,0.08461514,Low
USR001496,+62851-5477-****,25,M,Bandung,2025-07-13,9,prepaid,weekly_10gb,3.3,10,3.08,30.8,41,6,12,1,0,0,4,24.2,1,Oppo,0.418,0,0.30495049504950494,0.4,1,0.28267896,Low
USR001497,+62821-3713-****,29,F,Makassar,2024-03-03,26,prepaid,daily_5gb,1.3,5,3.15,63.1,214,8,20,6,0,1,7,36.0,4,Xiaomi,0.166,0,0.6176470588235294,0.6666666666666666,1,0.25892207,Low
USR001498,+62812-4073-****,43,F,Bandung,2026-02-17,2,prepaid,daily_5gb,1.3,5,1.98,39.6,169,10,12,1,0,0,8,22.8,1,Vivo,0.407,0,0.38823529411764707,0.4,1,0.42201748,Medium
USR001499,+62822-6953-****,46,F,Makassar,2023-11-27,29,postpaid,premium,60.0,300,148.78,49.6,110,8,8,0,0,0,6,24.9,3,Samsung,0.167,1,0.4957680773075641,0.26666666666666666,0,0.24130307,Low
USR001500,+62821-9238-****,41,F,Denpasar,2025-02-08,14,prepaid,weekly_10gb,3.3,10,6.17,61.7,222,7,10,4,0,0,5,17.6,2,Xiaomi,0.156,0,0.6108910891089109,0.3333333333333333,1,0.2192163,Low
USR001501,+62822-8882-****,38,F,Denpasar,2026-01-11,3,prepaid,mini_1gb,0.7,1,0.37,36.8,177,15,13,2,0,2,6,21.7,0,Samsung,0.1,0,0.3363636363636363,0.43333333333333335,1,0.27026808,Low
USR001502,+62821-5590-****,35,M,Jakarta,2022-12-13,40,prepaid,weekly_10gb,3.3,10,7.14,71.4,110,37,18,1,0,0,7,30.8,3,Samsung,0.171,0,0.7069306930693069,0.6,1,0.1337522,Low
USR001503,+62821-4388-****,48,M,Bandung,2026-01-21,3,prepaid,weekly_10gb,3.3,10,4.56,45.6,367,3,15,12,0,0,7,29.0,2,Oppo,0.789,1,0.45148514851485144,0.5,1,0.8502356,High
USR001504,+62813-4189-****,18,F,Palembang,2025-12-27,3,prepaid,daily_5gb,1.3,5,2.99,59.9,111,6,10,8,0,0,10,24.8,3,Samsung,0.155,0,0.5862745098039217,0.3333333333333333,1,0.05311998,Low
USR001505,+62821-8904-****,21,F,Surabaya,2024-09-14,19,prepaid,weekly_10gb,3.3,10,4.94,49.4,113,34,8,0,1,1,7,21.9,2,Apple,0.172,0,0.48910891089108915,0.26666666666666666,1,0.35197455,Medium
USR001506,+62851-8154-****,22,M,Denpasar,2022-08-10,45,prepaid,daily_5gb,1.3,5,2.36,47.3,227,1,18,0,0,1,6,16.2,1,Xiaomi,0.094,0,0.4627450980392157,0.6,1,0.13839167,Low
USR001507,+62822-4889-****,40,F,Denpasar,2021-07-11,58,prepaid,weekly_10gb,3.3,10,3.17,31.7,174,0,8,0,0,0,4,35.8,3,Samsung,0.258,0,0.31386138613861386,0.26666666666666666,1,0.1999266,Low
USR001508,+62812-2349-****,29,F,Palembang,2025-09-01,7,prepaid,daily_5gb,1.3,5,4.44,88.8,34,20,10,1,0,0,8,35.8,2,Samsung,0.165,0,0.8705882352941178,0.3333333333333333,1,0.42070472,Medium
USR001509,+62853-3593-****,26,F,Jakarta,2024-01-05,28,prepaid,mini_1gb,0.7,1,0.39,39.3,237,17,8,15,0,0,10,9.3,2,Xiaomi,0.378,1,0.35454545454545455,0.26666666666666666,1,0.83367574,High
USR001510,+62853-8286-****,44,M,Jakarta,2026-01-15,3,prepaid,mini_1gb,0.7,1,0.55,54.9,49,1,16,3,0,0,3,27.8,3,Samsung,0.625,0,0.5,0.5333333333333333,1,0.19678383,Low
USR001511,+62853-3309-****,39,M,Bandung,2024-03-08,25,prepaid,weekly_10gb,3.3,10,3.65,36.5,189,38,9,2,1,1,6,21.8,1,Vivo,0.232,0,0.3613861386138614,0.3,1,0.23791878,Low
USR001512,+62813-5188-****,25,F,Bandung,2025-10-17,6,prepaid,monthly_20gb,6.7,20,11.92,59.6,129,16,11,7,0,0,9,31.9,1,Apple,0.065,0,0.5930348258706467,0.36666666666666664,1,0.08315654,Low
USR001513,+62812-8377-****,23,M,Semarang,2020-02-10,75,prepaid,unlimited,20.0,100,28.72,28.7,157,16,13,0,0,0,2,22.1,0,Xiaomi,0.381,1,0.2869130869130869,0.43333333333333335,1,0.47565177,Medium
USR001514,+62853-6967-****,39,M,Palembang,2022-05-23,47,prepaid,daily_5gb,1.3,5,2.17,43.4,54,40,10,1,0,0,5,25.1,2,Samsung,0.369,0,0.4254901960784314,0.3333333333333333,1,0.1798059,Low
USR001515,+62821-9701-****,38,F,Jakarta,2025-02-25,14,prepaid,monthly_20gb,6.7,20,7.69,38.4,88,9,8,3,1,1,7,5.8,0,Samsung,0.168,0,0.3825870646766169,0.26666666666666666,1,0.28147578,Low
USR001516,+62853-9539-****,33,F,Surabaya,2026-03-04,1,prepaid,monthly_20gb,6.7,20,17.23,86.2,167,4,12,11,0,0,6,39.2,2,Samsung,0.344,1,0.8572139303482587,0.4,1,0.6173494,Medium
USR001517,+62822-9891-****,18,M,Jakarta,2025-09-08,7,postpaid,premium,60.0,300,199.59,66.5,232,15,14,1,0,1,6,18.4,3,Samsung,0.169,0,0.665078307230923,0.4666666666666667,0,0.039849073,Low
USR001518,+62851-7754-****,18,M,Semarang,2023-12-03,29,prepaid,weekly_10gb,3.3,10,1.85,18.5,105,44,9,7,0,0,7,14.9,0,Samsung,0.358,1,0.1831683168316832,0.3,1,0.33414727,Medium
USR001519,+62851-1745-****,28,M,Jakarta,2022-05-01,48,postpaid,plus,20.0,50,43.87,87.7,107,51,11,1,1,0,6,40.2,2,Vivo,0.083,0,0.8756487025948103,0.36666666666666664,0,0.06117346,Low
USR001520,+62822-7210-****,22,M,Denpasar,2025-11-21,5,prepaid,monthly_50gb,13.3,50,23.56,47.1,273,31,16,2,0,1,5,15.0,1,Vivo,0.171,1,0.4702594810379241,0.5333333333333333,1,0.59560037,Medium
USR001521,+62813-8327-****,41,F,Medan,2023-08-07,33,prepaid,daily_5gb,1.3,5,6.0,120.0,308,3,18,4,1,2,6,36.7,3,Samsung,0.319,1,1.1764705882352942,0.6,1,0.7202843,High
USR001522,+62812-3532-****,42,F,Medan,2025-12-10,4,postpaid,family,40.0,150,180.0,120.0,315,16,7,2,0,1,5,25.3,1,Infinix,0.02,0,1.1992005329780147,0.23333333333333334,0,0.20158678,Low
USR001523,+62812-3077-****,33,F,Makassar,2025-01-02,15,postpaid,premium,60.0,300,126.65,42.2,110,64,14,1,0,2,8,29.7,3,Oppo,0.22,0,0.42202599133622126,0.4666666666666667,0,0.07642673,Low
USR001524,+62853-8216-****,39,M,Denpasar,2025-08-22,8,postpaid,starter,10.0,15,5.25,35.0,111,9,9,1,1,0,3,30.1,3,Samsung,0.183,1,0.347682119205298,0.3,0,0.63781977,Medium
USR001525,+62813-3510-****,18,M,Semarang,2025-06-24,10,prepaid,monthly_20gb,6.7,20,10.97,54.9,279,23,11,0,0,1,5,35.9,2,Infinix,0.186,0,0.545771144278607,0.36666666666666664,1,0.30592063,Medium
USR001526,+62813-3153-****,35,M,Bandung,2026-03-05,1,prepaid,mini_1gb,0.7,1,0.74,73.6,160,6,7,11,0,0,5,28.1,3,Vivo,0.886,1,0.6727272727272726,0.23333333333333334,1,0.5018127,Medium
USR001527,+62821-8729-****,45,M,Jakarta,2026-02-11,2,prepaid,monthly_20gb,6.7,20,11.78,58.9,192,17,12,5,0,3,7,35.0,3,Xiaomi,0.264,0,0.5860696517412934,0.4,1,0.16653575,Low
USR001528,+62812-6701-****,18,F,Denpasar,2022-01-20,51,prepaid,mini_1gb,0.7,1,0.9,90.0,197,0,12,5,0,2,6,20.2,2,Samsung,0.117,0,0.8181818181818181,0.4,1,0.1863533,Low
USR001529,+62812-8800-****,18,M,Makassar,2024-05-22,23,postpaid,starter,10.0,15,9.05,60.3,192,12,12,1,0,1,4,18.0,2,Xiaomi,0.43,0,0.5993377483443709,0.4,0,0.3529806,Medium
USR001530,+62853-4355-****,40,F,Bandung,2024-05-28,23,prepaid,daily_5gb,1.3,5,4.05,81.0,27,9,17,3,3,2,8,30.6,1,Samsung,0.549,1,0.7941176470588236,0.5666666666666667,1,0.7324331,High
USR001531,+62821-2205-****,41,M,Medan,2021-11-25,53,postpaid,starter,10.0,15,11.03,73.5,206,33,13,12,1,1,7,6.1,2,Samsung,0.275,0,0.7304635761589404,0.43333333333333335,0,0.19350809,Low
USR001532,+62812-2348-****,33,M,Jakarta,2024-03-14,25,prepaid,weekly_10gb,3.3,10,7.45,74.5,125,31,16,7,1,2,3,39.9,3,Samsung,0.493,1,0.7376237623762376,0.5333333333333333,1,0.7227042,High
USR001533,+62821-8273-****,37,F,Bandung,2016-05-18,120,prepaid,mini_1gb,0.7,1,0.43,42.7,63,8,9,1,0,0,5,27.3,2,Samsung,0.342,1,0.3909090909090909,0.3,1,0.15712924,Low
USR001534,+62853-9593-****,18,M,Medan,2024-09-18,19,prepaid,daily_5gb,1.3,5,3.33,66.6,70,13,14,5,0,0,7,28.1,4,Oppo,0.306,0,0.6529411764705882,0.4666666666666667,1,0.1539329,Low
USR001535,+62822-9904-****,39,M,Makassar,2025-11-15,5,prepaid,monthly_20gb,6.7,20,10.47,52.4,203,14,15,14,1,0,7,33.5,0,Xiaomi,0.614,0,0.5208955223880597,0.5,1,0.29690778,Low
